Song,Artist,Endurance_Score,Predicted_Endurance_Score,Entry_Position,Peak_Position,Total_Weeks,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,artist popularity,TopSongsArtist,TopSongsArtist10,TopSongsArtist100,Entry_Year,days_before_charting,Age_Percentage_15_30
Bossy,KELIS featuring TOO $HORT,0.825791212,0.853073973,93,16,20,0.9059999999999999,0.624,4.0,-5.556,0.179,0.000185,6.21e-06,0.0608,0.775,84.009,274947.0,4.0,0,0,0,0,2,69.0,0,0,1,2006,109,21.0
These Are The Times,DRU HILL,0.822000892,0.747500242,31,24,4,0.7170000000000001,0.483,9.0,-9.314,0.0284,0.13,0.0,0.0866,0.35200000000000004,109.961,249507.0,4.0,0,0,0,0,0,63.0,0,2,4,1999,107,21.0
I Miss My Friend,DARRYL WORLEY,0.817947518,0.7991885259999999,73,28,20,0.56,0.46799999999999997,4.0,-7.81,0.0254,0.161,3.73e-05,0.0858,0.43,140.058,242927.0,4.0,0,0,0,0,0,55.0,0,0,7,2002,96,20.8
I Get Money,50 CENT,0.869993215,0.866316643,85,20,14,0.528,0.932,9.0,-4.545,0.34600000000000003,0.163,0.000273,0.34600000000000003,0.43700000000000006,124.14399999999999,223720.0,5.0,0,0,0,1,14,85.0,1,3,9,2007,70,20.9
Piano Man,BILLY JOEL,0.9184533220000001,0.8371569440000001,94,25,14,0.33399999999999996,0.47200000000000003,0.0,-8.792,0.0277,0.6,3.77e-06,0.317,0.431,179.167,336093.0,3.0,4,0,0,5,23,79.0,3,7,24,1974,113,26.2
Promise,ROMEO SANTOS featuring USHER,0.9285101659999999,0.864353617,94,83,9,0.764,0.7390000000000001,1.0,-6.422000000000001,0.0574,0.40299999999999997,0.0,0.0821,0.77,132.995,252253.0,4.0,0,0,0,0,1,86.0,0,0,1,2011,64,20.9
Jar Of Hearts,CHRISTINA PERRI,0.9469415379999999,0.949597529,96,17,27,0.349,0.348,3.0,-6.142,0.0316,0.726,0.0,0.12,0.0886,74.541,246587.0,4.0,2,0,0,0,0,78.0,0,0,3,2010,109,20.9
Broken,SEETHER,0.9121502020000001,0.869500941,58,20,21,0.405,0.606,3.0,-2.929,0.0366,0.00897,0.00101,0.14300000000000002,0.188,123.777,258516.0,4.0,0,0,0,0,0,75.0,0,0,6,2004,144,20.9
Poppin' My Collar,THREE 6 MAFIA,0.843343625,0.797571943,91,21,16,0.7290000000000001,0.795,7.0,-4.579,0.14400000000000002,0.354,0.0,0.536,0.856,146.747,176880.0,4.0,0,0,0,0,0,66.0,0,0,1,2006,45,21.0
Donald Trump,MAC MILLER,0.9236315140000001,0.831119335,80,79,3,0.636,0.9009999999999999,1.0,-7.093999999999999,0.11800000000000001,0.11900000000000001,0.0,0.391,0.836,162.994,165908.0,4.0,0,0,0,0,0,81.0,0,0,5,2011,123,20.9
Nookie,LIMP BIZKIT,0.8761434000000001,0.8590117340000001,80,80,11,0.5479999999999999,0.9259999999999999,11.0,-5.9670000000000005,0.0907,0.00237,0.163,0.7120000000000001,0.294,97.55,289560.0,4.0,3,0,0,0,3,77.0,0,0,3,1999,46,21.0
Fallin',ALICIA KEYS,0.9323888770000001,0.939930151,98,1,34,0.653,0.609,11.0,-7.519,0.037000000000000005,0.263,0.00101,0.233,0.48200000000000004,95.98200000000001,210200.0,3.0,0,0,0,15,29,82.0,2,4,10,2001,75,20.9
Gold On The Ceiling,THE BLACK KEYS,0.8794898640000001,0.887863417,97,97,3,0.505,0.833,0.0,-4.632,0.0475,0.00772,7.900000000000001e-05,0.069,0.565,130.121,224333.0,4.0,2,0,0,0,0,78.0,0,0,2,2012,119,20.9
Fast Car,TRACY CHAPMAN,0.837314951,0.8571576879999999,95,6,21,0.711,0.292,4.0,-15.523,0.037000000000000005,0.313,0.0,0.131,0.19399999999999998,103.95100000000001,296800.0,4.0,1,0,0,4,13,74.0,0,2,3,1988,64,24.5
My Friends Over You,NEW FOUND GLORY,0.863663906,0.8105366829999999,98,85,6,0.39799999999999996,0.978,2.0,-4.001,0.133,0.000291,0.0,0.0947,0.441,177.797,220200.0,4.0,1,0,0,0,0,68.0,0,0,1,2002,47,20.8
Wake Me Up When September Ends,GREEN DAY,0.938455697,0.909379733,98,6,27,0.546,0.8140000000000001,7.0,-5.146,0.0314,0.023,0.0,0.0972,0.146,104.98,285653.0,4.0,0,0,0,4,17,85.0,0,2,4,2005,54,21.0
Wind Of Change,SCORPIONS,0.943175688,0.869639237,91,4,25,0.48,0.535,0.0,-10.232000000000001,0.0324,0.371,0.0,0.0929,0.293,75.766,313227.0,4.0,0,0,0,0,0,75.0,0,1,3,1991,132,23.0
